"id","name","code","account_type","reconcile","currency_id","tag_ids","name@zh_CN"
"mjb_l10n_cn_41030100","PL - Yearly Profit and Loss","41030100","equity_unaffected","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_undivided_profits","本年利润 - 利润"
"mjb_l10n_cn_41040000","Allocation of profits","41040000","equity","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_undivided_profits","利润分配"
"mjb_l10n_cn_41040100","Non allocation of profits","41040100","equity","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_undivided_profits","利润分配 - 未分配利润"
"mjb_l10n_cn_42010000","Treasury stock","42010000","equity","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_less_treasury_stock","库存股"
"mjb_l10n_cn_50010000","Cost of production","50010000","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","生产成本"
"mjb_l10n_cn_51010000","Manufacturing expenses","51010000","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用"
"mjb_l10n_cn_51010100","Depreciation","51010100","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 累计折旧"
"mjb_l10n_cn_51010200","RTE - Leasing","51010200","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 租赁"
"mjb_l10n_cn_51010300","RTE - Renting and management fees","51010300","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 管理费"
"mjb_l10n_cn_51010310","RTE - Plant - Renting and management fees","51010310","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 厂房租金管理费"
"mjb_l10n_cn_51010320","RTE - Director's Appartment - Renting and management fees","51010320","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 管理层房租管理费"
"mjb_l10n_cn_51010330","RTE - Workers' Appartments - Renting and management fees","51010330","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 工人房租管理费"
"mjb_l10n_cn_51010400","Wages and salaries (WSE) - Workers","51010400","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 直接人工"
"mjb_l10n_cn_51010410","WSE - Workers - Salary","51010410","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 工人工资"
"mjb_l10n_cn_51010411","WSE - Workers - Paid Leave","51010411","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 假期工资"
"mjb_l10n_cn_51010412","WSE - Workers - Bonus (official)","51010412","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 奖金"
"mjb_l10n_cn_51010413","WSE - Workers - Commission (based on contract)","51010413","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 佣金"
"mjb_l10n_cn_51010414","WSE - Workers - Bonus (black)","51010414","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 非官方不定额奖金"
"mjb_l10n_cn_51010415","WSE - ADN - Workers - Salary","51010415","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 员工福利"
"mjb_l10n_cn_51010500","General Taxes (GTE)","51010500","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 税金"
"mjb_l10n_cn_51010510","GTE - Factory","51010510","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 工厂租金税"
"mjb_l10n_cn_51010520","GTE - Workers' Appartments","51010520","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 工人房租税"
"mjb_l10n_cn_51010530","GTE - Director's Appartment","51010530","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 管理层房租费"
"mjb_l10n_cn_51010600","Workers' Appartment renting and utilities","51010600","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 工人公寓租金及其相关费用"
"mjb_l10n_cn_51010610","RTE - Workers' appartments - rental","51010610","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 工人房租"
"mjb_l10n_cn_51010620","RTE - Workers' Appartments - Water","51010620","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 工人公寓水费"
"mjb_l10n_cn_51010630","RTE - Workers' Appartments - Electricity","51010630","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 工人公寓电费"
"mjb_l10n_cn_51010700","Plant renting and utilities","51010700","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 厂房租金及其相关费用"
"mjb_l10n_cn_51010710","RTE - Plant - rental","51010710","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 厂房房租"
"mjb_l10n_cn_51010720","RTE - Plant - Water","51010720","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 厂房水费"
"mjb_l10n_cn_51010730","RTE - Plant - Electricity","51010730","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 厂房电费"
"mjb_l10n_cn_51010800","Maintaince fee","51010800","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 维修费"
"mjb_l10n_cn_51010810","Maintaince fee - Plant","51010810","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 维护费 - 建筑物 - 工厂"
"mjb_l10n_cn_51010820","Maintaince fee - Workers' Appartments","51010820","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","制造费用 - 维护费 - 建筑物 - 工人公寓"
"mjb_l10n_cn_52010000","Labor service cost","52010000","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","劳务成本"
"mjb_l10n_cn_53010000","Research and development expenditure","53010000","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_development_expenditure","研发支出"
"mjb_l10n_cn_54010000","Engineering construction","54010000","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","工程施工"
"mjb_l10n_cn_54020000","Project settlement","54020000","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","工程结算"
"mjb_l10n_cn_54030000","Mechanical application","54030000","asset_current","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets","机械作业"
"mjb_l10n_cn_5801","Liquidity Transfer","5801","asset_current","True","base.CNY","mjb_l10n_cn.mjb_data_account_tag_other_current_assets",""
"mjb_l10n_cn_60010000","Income on sales (IOV)","60010000","income","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","主营业务收入"
"mjb_l10n_cn_60010100","IOV- on service","60010100","income","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","主营业务收入-服务费"
"mjb_l10n_cn_60010200","IOS - of goods","60010200","income","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","主营业务收入 - 采购产品"
"mjb_l10n_cn_60010300","IOS - of intermediary products","60010300","income","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","主营业务收入 - 半成品"
"mjb_l10n_cn_60010400","IOS - of residual product or recyclable material","60010400","income","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","主营业务收入 - 可回收材料"
"mjb_l10n_cn_60010500","IOS - of products","60010500","income","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","主营业务收入 - 生产产品"
"mjb_l10n_cn_60110000","FIR - Interest revenue","60110000","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","利息收入"
"mjb_l10n_cn_60110100","FIR - Loan Interest revenue","60110100","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","利息收入（贷款）"
"mjb_l10n_cn_60110200","FIR - Bank Interest revenue","60110200","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","利息收入（银行）"
"mjb_l10n_cn_60210000","Fee and Commission income","60210000","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","手续费及佣金收入"
"mjb_l10n_cn_60310000","Premium income","60310000","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","保费收入"
"mjb_l10n_cn_60410000","Rental income","60410000","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","租赁收入"
"mjb_l10n_cn_60510000","Other operational income","60510000","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","其他业务收入"
"mjb_l10n_cn_60510100","IOD - Local Delivery","60510100","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","其他业务收入 - 国内运费"
"mjb_l10n_cn_60510200","IOD - Abroad Delivery","60510200","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","其他业务收入 - 国外运费"
"mjb_l10n_cn_60510300","Income on services prestation (IOV)","60510300","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","其他业务收入 - 服务费"
"mjb_l10n_cn_60510310","IOV - Supply Chain Management","60510310","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","其他业务收入 - 供应链合同"
"mjb_l10n_cn_60510320","IOV - QUALITY Control","60510320","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","其他业务收入 - 质检费"
"mjb_l10n_cn_60510330","IOV - Design & Study","60510330","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","其他业务收入 - 设计& 学习"
"mjb_l10n_cn_60510340","IOV - Sales Management","60510340","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","其他业务收入 - 销售合同"
"mjb_l10n_cn_60510400","Income on commission on sales (IOC)","60510400","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","其他业务收入 - 佣金收入"
"mjb_l10n_cn_60510410","IOC - Odoo","60510410","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue","其他业务收入 - 佣金收入 - Odoo"
"mjb_l10n_cn_60610000","Exchange gain or loss","60610000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","汇兑损益"
"mjb_l10n_cn_61010000","Changes in fair value gains and losses","61010000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_net_changes_in_fair_value","公允价值变动损益"
"mjb_l10n_cn_61110000","Income on investment","61110000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_net_investment_income","投资收益"
"mjb_l10n_cn_62010000","Insurance reserves","62010000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","摊回保险责任准备金"
"mjb_l10n_cn_62020000","Amortized compensation expenses","62020000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","摊回赔付支出"
"mjb_l10n_cn_62030000","Amortized reinsurance expenditures","62030000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","摊回分保费用"
"mjb_l10n_cn_63010000","Non-operating income","63010000","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_non_operation_income","营业外收入"
"mjb_l10n_cn_63010100","Waster","63010100","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_non_operation_income","营业外收入 - 垃圾"
"mjb_l10n_cn_63010200","Non-operating income - Others","63010200","income_other","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_non_operation_income","营业外收入 - 其它"
"mjb_l10n_cn_64010000","Cost of purchases (COP)","64010000","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","主营业务成本"
"mjb_l10n_cn_64010100","COP - on raw material","64010100","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","主营业务成本 - 原材料"
"mjb_l10n_cn_64010200","COP - on intermediary products","64010200","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","主营业务成本 - 半成品"
"mjb_l10n_cn_64010300","COP - on goods","64010300","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","主营业务成本 - 产品"
"mjb_l10n_cn_64010400","COP - Supply (COP)","64010400","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","主营业务成本 - 供应耗材"
"mjb_l10n_cn_64010410","COP - Consomable supply","64010410","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","主营业务成本 - 耗材"
"mjb_l10n_cn_64010420","COP - Workshop and factory supply","64010420","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","主营业务成本 - 工厂和车间耗材"
"mjb_l10n_cn_64010430","COP - Warehouse supply","64010430","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","主营业务成本 - 仓库耗材"
"mjb_l10n_cn_64010440","COP - Packaging","64010440","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","主营业务成本 - 包装材料"
"mjb_l10n_cn_64010450","COP - VAT Refund","64010450","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","主营业务成本 - VAT 退税额"
"mjb_l10n_cn_64010500","Cost of purchases (COP) - on service","64010500","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","主营业务成本 - 服务"
"mjb_l10n_cn_64020000","Other operational costs","64020000","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本"
"mjb_l10n_cn_64020100","Cost on Delivery (COD)","64020100","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 运费"
"mjb_l10n_cn_64020110","COD - Buying delivery","64020110","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 采购运费"
"mjb_l10n_cn_64020111","COD - Local Delivery - Buying","64020111","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 国内采购运费"
"mjb_l10n_cn_64020112","COD - Abroad Delivery - Buying","64020112","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 国外采购运费"
"mjb_l10n_cn_64020120","COD - Selling delivery","64020120","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 销售运费"
"mjb_l10n_cn_64020121","COD - Local Delivery - Selling","64020121","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 国内销售运费"
"mjb_l10n_cn_64020122","COD - Abroad Delivery - Selling","64020122","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 国外销售运费"
"mjb_l10n_cn_64020200","Cost of direct cost services (COR)","64020200","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 直接劳务成本"
"mjb_l10n_cn_64020210","COR - R&D, Production, Quality Services","64020210","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 研发支出, 质检费"
"mjb_l10n_cn_64020211","COR - R&D Services","64020211","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 研发支出"
"mjb_l10n_cn_64020212","COR - Production Services","64020212","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 劳务成本"
"mjb_l10n_cn_64020213","COR - Quality Services","64020213","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 质检费"
"mjb_l10n_cn_64020214","COR - Modules&Server","64020214","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 模块&服务器"
"mjb_l10n_cn_64020215","COR - Odoo user license","64020215","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - Odoo用户许可证"
"mjb_l10n_cn_64020220","COR - Maintenance on technical installation, industrial machinery and tools","64020220","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 安装维护费"
"mjb_l10n_cn_64020221","COR - Industrial material","64020221","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 安装维护费 - 机器"
"mjb_l10n_cn_64020222","COR - Industrial equipment","64020222","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 安装维护费 - 设备"
"mjb_l10n_cn_64020223","COR - General Installation, Fitting out","64020223","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 安装维护费 - 安装"
"mjb_l10n_cn_64020300","Cost on Commission (COC)","64020300","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 佣金支出"
"mjb_l10n_cn_64020310","COC - Odoo","64020310","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 佣金支出 - Odoo"
"mjb_l10n_cn_64020400","COR - Supply Chain Management","64020400","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 供应链合同"
"mjb_l10n_cn_64020500","COR - Sales Management","64020500","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 销售合同"
"mjb_l10n_cn_64020600","COR - Maintenance on Transportation","64020600","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 交通工具维护费"
"mjb_l10n_cn_64020610","COR - Car","64020610","expense_direct_cost","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_cost","其他业务成本 - 小汽车"
"mjb_l10n_cn_64030000","Tax and extra charges","64030000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_tax_addons","税金及附加"
"mjb_l10n_cn_64030100"," Tax and extra charges - City planning tax","64030100","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_tax_addons","税金及附加 - 城市维护建设税"
"mjb_l10n_cn_64030200"," Tax and extra charges - Education tax","64030200","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_tax_addons","税金及附加 - 教育费附加"
"mjb_l10n_cn_64030300"," Tax and extra charges - Local Education tax","64030300","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_operation_tax_addons","税金及附加 - 地方教育费附加"
"mjb_l10n_cn_64110000","Interest expense","64110000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","利息支出"
"mjb_l10n_cn_64210000","Fee and Commission expense","64210000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","手续费及佣金支出"
"mjb_l10n_cn_65010000","Extract the outstanding reserves","65010000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","提取未到期责任准备金"
"mjb_l10n_cn_65020000","Extract the insurance reserves","65020000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","提取保险责任准备金"
"mjb_l10n_cn_65110000","Compensation expenses","65110000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","赔付支出"
"mjb_l10n_cn_65210000","Expenditures dividend policy","65210000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","保单红利支出"
"mjb_l10n_cn_65310000","Surrender value","65310000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","退保金"
"mjb_l10n_cn_65410000","Reinsurance premium","65410000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","分出保费"
"mjb_l10n_cn_65420000","Reinsurance costs","65420000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","分保费用"
"mjb_l10n_cn_66010100","Travelling Expenses","66010100","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 交通费"
"mjb_l10n_cn_66010110","Mission Local Travelling (MLT)","66010110","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国内交通费"
"mjb_l10n_cn_66010111","MLT - Taxi","66010111","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国内交通费 - 出租车"
"mjb_l10n_cn_66010112","MLT - Train","66010112","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国内交通费 - 火车"
"mjb_l10n_cn_66010113","MLT - Flight","66010113","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国内交通费 - 飞机"
"mjb_l10n_cn_66010114","MLT - Bus","66010114","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国内交通费 - 公交车"
"mjb_l10n_cn_66010115","MLT - Private Car","66010115","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国内交通费 - 小汽车"
"mjb_l10n_cn_66010116","MLT - Gazoline","66010116","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国内交通费 - 汽油费"
"mjb_l10n_cn_66010117","MLT - Toll gate","66010117","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国内交通费 - 过路费"
"mjb_l10n_cn_66010118","MLT - Others","66010118","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国内交通费 - 其他"
"mjb_l10n_cn_66010120","Mission Abroad Travelling (MAT)","66010120","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国外交通费"
"mjb_l10n_cn_66010121","MAT - Taxi","66010121","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国外交通费 - 出租车"
"mjb_l10n_cn_66010122","MAT - Train","66010122","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国外交通费 - 火车"
"mjb_l10n_cn_66010123","MAT - Flight","66010123","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国外交通费 - 飞机"
"mjb_l10n_cn_66010124","MAT - Bus","66010124","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国外交通费 - 公交车"
"mjb_l10n_cn_66010125","MAT - Private Car","66010125","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国外交通费 - 小汽车"
"mjb_l10n_cn_66010126","MAT - Gazoline","66010126","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国外交通费 - 汽油费"
"mjb_l10n_cn_66010127","MAT - Toll gate","66010127","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国外交通费 - 过路费"
"mjb_l10n_cn_66010128","MAT - Others","66010128","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 国外交通费 - 其他"
"mjb_l10n_cn_66010200","Mission expenses (MSE)","66010200","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 差旅费"
"mjb_l10n_cn_66010210","MSE - Restaurant, Food","66010210","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 差旅费 - 餐厅"
"mjb_l10n_cn_66010220","MSE - Water, Drink","66010220","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 差旅费 - 饮料"
"mjb_l10n_cn_66010230","MSE - Night, Hotel","66010230","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 差旅费 - 宾馆"
"mjb_l10n_cn_66010300","Public relation expenses (PRE)","66010300","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 公共关系费"
"mjb_l10n_cn_66010310","PRE - Customer's gifts","66010310","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 客户礼品"
"mjb_l10n_cn_66010320","PRE - Reception fees","66010320","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 接待费"
"mjb_l10n_cn_66010330","PRE - Trade fair","66010330","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 参展费"
"mjb_l10n_cn_66010340","PRE - Entertainment","66010340","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 娱乐"
"mjb_l10n_cn_66010341","PRE - Customer's entertainment","66010341","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 娱乐 - 客户"
"mjb_l10n_cn_66010342","PRE - Supplier's entertainment","66010342","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 娱乐 - 供应商"
"mjb_l10n_cn_66010343","PRE - Company entertainment","66010343","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 娱乐 - 本公司"
"mjb_l10n_cn_66010350","PRE - Networking","66010350","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 人际关系费"
"mjb_l10n_cn_66010400","Sales Appartment","66010400","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_sales_expenses","销售费用 - 销售部租金"
"mjb_l10n_cn_66020000","Manangement expenses (OFE)","66020000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用"
"mjb_l10n_cn_66020100","OFE - Office renting and utilities","66020100","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室租金及其相关费用"
"mjb_l10n_cn_66020110","OFE - Office - rental","66020110","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室费用 - 租金"
"mjb_l10n_cn_66020120","OFE - Electricity","66020120","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室费用 - 电费"
"mjb_l10n_cn_66020130","OFE - Water","66020130","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室费用 - 水费"
"mjb_l10n_cn_66020140","OFE - management fee","66020140","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室费用 - 管理费"
"mjb_l10n_cn_66020190","OFE - Others","66020190","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室租赁费用 - 其它"
"mjb_l10n_cn_66020200","OFE - Food","66020200","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室费用 - 食品"
